Index,STRUCTURE_NUMBER_008,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,Road_class,FUTURE_ADT_114,PERCENT_ADT_TRUCK_109,DETOUR_KILOS_019,HAZUS_classficiation,site_class,DEGREES_SKEW_034,MAIN_UNIT_SPANS_045,maint_duration,rehab_duration,recon_duration,Age,DECK_STRUCTURE_TYPE_107,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,Vertical_clearance
3053,30570,12.2,9.3,5,5,Minor,1777,0.1,6,HWB3,B,30,1,30,180,360,42,1,5,7,7,99.99
3054,30580,12.2,9.3,5,5,Minor,2368,0.1,6,HWB3,B,0,1,30,180,360,40,1,6,6,7,99.99
3056,30600,7.9,9.3,5,5,Minor,700,0.1,8,HWB3,B,0,1,30,180,360,40,1,5,6,6,99.99
3057,30610,25.6,9.3,6,5,Minor,700,0.1,8,HWB22,B,0,3,30,180,360,40,1,6,6,7,99.99
3058,30620,18.3,9.9,5,5,Minor,1133,0.1,10,HWB3,B,35,1,30,180,360,33,1,6,6,6,99.99
3059,30630,13.4,9.3,5,5,Minor,1013,0.1,11,HWB3,B,30,1,30,180,360,40,1,6,6,7,99.99
3060,30640,43.9,9.2,6,5,Minor,1960,0.1,14,HWB22,B,5,3,30,180,360,52,1,6,6,7,99.99
3061,30650,30.8,9.1,6,6,Minor,1970,0.1,10,HWB22,B,0,3,30,180,360,52,1,6,7,7,99.99
3062,30660,41.5,9.2,6,5,Minor,1101,0.1,16,HWB22,B,22,3,30,180,360,24,1,6,6,7,99.99
3063,30670,17.7,9.3,5,5,Minor,1517,0.1,13,HWB3,B,30,1,30,180,360,52,1,5,5,6,99.99
3064,30680,20.4,10.3,5,2,Minor,839,0.1,5,HWB3,B,10,1,30,180,360,16,1,7,8,8,99.99
3066,30700,11.6,9.6,1,2,Minor,7278,0.1,8,HWB3,B,0,1,30,180,360,83,1,5,5,6,99.99
3068,30721,36.2,10.5,2,1,Minor,5770,0.07,8,HWB10,B,56,3,30,180,360,6,1,7,7,8,99.99
3069,30730,56.7,11.2,1,11,Minor,3544,0.1,6,HWB5,B,15,3,30,180,360,40,1,5,6,6,99.99
3070,30740,124.9,11.8,4,2,Minor,4440,0.05,5,HWB15,B,0,5,30,180,360,40,1,7,7,6,99.99
3071,30750,73,13.5,6,6,Minor,3950,0.15,5,HWB22,B,45,3,30,180,360,3,1,7,7,7,99.99
3072,30760,97.7,13.5,6,6,Minor,3950,0.16,5,HWB22,B,35,4,30,180,360,3,1,7,7,5,99.99
3073,30770,100.6,14.2,4,2,Minor,3350,0.1,14,HWB15,B,0,3,30,180,360,38,1,7,7,7,99.99
3074,30780,30.8,14.2,2,1,Minor,2905,0.1,14,HWB10,B,15,3,30,180,360,32,1,5,5,6,99.99
3075,30790,49.4,9.2,4,2,Minor,3172,0.1,11,HWB15,B,0,3,30,180,360,31,1,5,6,6,99.99
3077,30810,27.1,10.3,2,1,Minor,3092,0.07,10,HWB10,B,0,3,30,180,360,19,1,6,6,8,99.99
3078,30820,36,11.2,2,1,Minor,935,0.1,16,HWB10,B,15,5,30,180,360,45,1,5,5,7,99.99
3079,30830,86.9,7.6,3,10,Minor,934,0.1,16,HWB3,B,0,1,30,180,360,38,1,6,6,6,4.51
3080,30840,86.9,7.6,3,10,Minor,2708,0.1,6,HWB3,B,0,1,30,180,360,36,1,5,5,7,4.49
3081,30850,43.9,13.7,4,2,Minor,2343,0.1,10,HWB15,B,0,3,30,180,360,36,1,7,6,7,99.99
3082,30860,67.1,22.9,4,2,Minor,13961,0.1,6,HWB15,B,16,4,30,180,360,14,1,8,8,7,99.99
3083,30870,10.4,9.6,1,2,Minor,7917,0.1,6,HWB3,B,15,1,30,180,360,75,1,6,6,5,99.99
3084,30880,62.5,11.1,2,2,Minor,6708,0.1,11,HWB10,B,30,3,30,180,360,35,1,5,5,5,99.99
3085,30890,29.9,10.2,6,5,Minor,1006,0.1,6,HWB22,B,0,3,30,180,360,40,1,7,7,7,99.99
3086,30900,159.4,14.2,4,2,Minor,1006,0.1,14,HWB1,B,18,6,30,180,360,37,1,7,7,7,99.99
3087,30930,43,12.3,2,1,Minor,2104,0.1,6,HWB10,B,0,4,30,180,360,28,1,7,7,7,99.99
3088,30940,143,14.2,4,2,Minor,4699,0.1,39,HWB15,B,0,5,30,180,360,40,1,6,8,7,99.99
3089,30950,27.7,12.7,5,2,Minor,4426,0.1,6,HWB3,B,0,1,30,180,360,17,1,7,8,8,99.99
3090,30961,37.8,12.9,6,2,Minor,6020,0.05,6,HWB22,B,20,3,30,180,360,8,1,7,7,8,99.99
3091,30970,14.3,9.3,5,5,Minor,3388,0.1,6,HWB3,B,0,1,30,180,360,40,1,6,5,6,99.99
3092,30980,28,14.2,2,1,Minor,3388,0.1,11,HWB10,B,30,3,30,180,360,47,1,5,5,7,99.99
3093,30985,7.6,12.2,1,1,Minor,4540,0.1,6,HWB3,B,30,1,30,180,360,25,2,7,7,7,99.99
3094,30990,64.6,14.3,6,2,Minor,5752,0.1,14,HWB22,B,20,3,30,180,360,36,1,7,6,7,99.99
3095,31000,31.1,14.2,2,1,Minor,5752,0.1,14,HWB10,B,45,3,30,180,360,41,1,5,5,5,99.99
3096,31010,151.8,11.2,6,2,Minor,7797,0.1,11,HWB1,B,0,4,30,180,360,36,1,6,5,6,99.99
3097,31020,25.9,11.1,2,1,Minor,7809,0.1,11,HWB10,B,0,3,30,180,360,39,1,6,6,7,99.99
3098,31030,231.3,13,4,2,Minor,6616,0.05,11,HWB1,B,15,7,30,180,360,11,1,7,7,6,99.99
3099,31040,27.1,11.1,2,1,Minor,5675,0.05,11,HWB10,B,5,3,30,180,360,39,1,6,6,7,99.99
3100,31050,29.9,9.2,5,5,Minor,5675,0.05,11,HWB17,B,0,2,30,180,360,40,1,6,5,7,99.99
3102,31060,21.3,11.5,2,1,Minor,10341,0.1,5,HWB10,B,0,3,30,180,360,16,1,7,7,8,99.99
3103,31070,153.6,11.2,4,2,Minor,1820,0.1,8,HWB1,B,9,4,30,180,360,35,1,7,7,7,99.99
3104,31080,58.5,11.2,6,2,Minor,892,0.1,5,HWB22,B,15,3,30,180,360,44,1,5,5,6,99.99
3105,31090,18,11.2,5,2,Minor,1554,0.1,8,HWB3,B,25,1,30,180,360,35,1,7,7,7,99.99
3107,31110,85.6,14.2,6,2,Minor,3911,0.1,11,HWB22,B,15,3,30,180,360,37,1,7,6,7,99.99
3108,31120,27.4,14.7,5,2,Minor,6679,0.1,11,HWB3,B,10,1,30,180,360,22,1,8,8,8,99.99
3109,31130,7.3,8.7,5,5,Minor,749,0.1,6,HWB3,B,0,1,30,180,360,40,1,7,7,7,99.99
3111,31150,70.7,24.1,4,2,Minor,37256,0.06,6,HWB15,B,24,2,30,180,360,21,1,6,7,5,99.99
3114,31160,29.3,13,2,1,Major,25983,0.1,2,HWB10,B,30,3,30,180,360,13,1,6,6,7,99.99
3115,31170,29.3,13,2,1,Major,25983,0.1,2,HWB10,B,30,3,30,180,360,13,1,6,6,7,99.99
3116,31180,47.2,14.6,6,5,Major,12815,0.04,2,HWB22,B,16,4,30,180,360,21,1,7,7,5,99.99
3117,31200,40.1,14.2,2,1,Minor,13116,0.06,21,HWB10,B,0,3,30,180,360,38,1,6,6,7,99.99
3118,31220,26.2,19,2,1,Minor,4070,0.1,6,HWB10,B,20,3,30,180,360,23,1,6,6,7,99.99
3119,31230,13.1,17.6,1,11,NHS,2747,0.02,8,HWB3,B,0,1,30,180,360,20,1,7,7,7,99.99
3120,31280,70.1,27.7,4,2,Minor,49657,0.05,5,HWB15,B,19,2,30,180,360,11,1,7,8,7,99.99
3121,31340,83.7,11.1,4,2,Minor,1565,0.04,5,HWB15,B,0,3,30,180,360,36,1,7,7,7,99.99
3122,31350,27.4,14.2,2,1,Minor,5836,0.02,6,HWB10,B,24,3,30,180,360,3,1,7,7,7,99.99
3123,31370,29.7,13.6,2,1,Minor,2712,0.07,8,HWB10,B,0,3,30,180,360,40,1,5,5,6,99.99
3124,31380,18.6,11.1,1,11,Minor,3114,0.11,5,HWB3,B,15,1,30,180,360,5,1,7,7,7,99.99
3125,31390,19.4,14.2,2,1,Minor,1680,0.04,6,HWB10,B,0,3,30,180,360,2,1,8,8,6,99.99
3126,31400,25.9,14.2,2,1,Minor,1680,0.04,6,HWB10,B,35,3,30,180,360,2,1,8,8,8,99.99
3127,31430,69.3,14.2,4,2,Minor,4474,0.19,6,HWB15,B,42,3,30,180,360,34,1,6,5,6,99.99
3128,31435,68.7,14.3,4,2,Minor,6242,0.14,5,HWB15,B,9,2,30,180,360,21,1,6,6,6,99.99
3129,31438,6.8,14.6,1,1,Minor,6417,0.19,6,HWB3,B,10,1,30,180,360,14,1,6,6,6,99.99
3130,31440,31.9,14.3,2,1,Minor,6417,0.15,6,HWB10,B,18,3,30,180,360,21,1,6,6,7,99.99
3131,31450,23.5,14.7,2,1,Minor,6766,0.14,10,HWB10,B,0,3,30,180,360,24,1,7,7,7,99.99
3132,31460,37.3,14.3,2,1,Minor,7988,0.12,5,HWB10,B,48,3,30,180,360,32,1,6,6,6,99.99
3133,31470,26.7,14.3,2,1,Minor,14717,0.16,6,HWB10,B,15,3,30,180,360,15,1,7,7,7,99.99
3134,31490,29.3,14.2,2,1,Minor,12168,0.14,6,HWB10,B,30,3,30,180,360,18,1,5,5,7,99.99
3137,31516,68.9,13.5,6,2,NHS,15045,0.09,8,HWB22,B,45,3,30,180,360,23,1,6,7,7,99.99
3138,31517,68.9,13.5,6,2,NHS,15045,0.09,8,HWB22,B,45,3,30,180,360,23,1,6,6,7,99.99
3140,31522,84.7,26.6,6,2,Minor,23531,0.1,6,HWB22,B,42,4,30,180,360,30,1,7,7,7,99.99
3143,31530,65.2,22,4,2,Minor,17567,0.1,10,HWB15,B,10,4,30,180,360,25,1,7,7,7,99.99
3144,31580,60,13.5,6,2,Minor,3677,0.1,6,HWB22,B,30,3,30,180,360,27,1,8,8,6,99.99
3145,31590,10.1,10.7,1,11,Minor,2199,0.1,5,HWB3,B,30,1,30,180,360,84,1,6,5,5,99.99
3146,31600,60.4,11.7,6,2,Minor,3003,0.12,11,HWB22,B,10,3,30,180,360,22,1,7,8,8,99.99
3147,31610,29.9,11.2,2,1,Minor,1415,0.1,5,HWB10,B,25,3,30,180,360,36,1,6,6,6,99.99
3148,31620,26.5,11.1,2,1,Minor,1350,0.1,5,HWB10,B,15,3,30,180,360,35,1,6,6,6,99.99
3149,31630,33.2,11.1,2,1,Minor,2468,0.1,11,HWB10,B,0,3,30,180,360,33,1,6,6,6,99.99
3150,31640,41.5,9.3,6,5,Minor,1565,0.1,10,HWB22,B,0,3,30,180,360,27,1,7,5,7,99.99
3151,31650,45.4,15.8,2,1,Minor,22013,0.1,2,HWB10,B,22,5,30,180,360,36,1,5,5,6,99.99
3152,31660,135,15.4,4,2,Minor,34133,0.02,2,HWB15,B,0,5,30,180,360,20,1,7,7,7,99.99
3153,31670,107,11.3,4,2,Minor,1755,0.1,3,HWB15,B,43,2,30,180,360,21,1,7,6,7,99.99
3155,31690,11.6,10.4,5,5,Minor,3602,0.02,2,HWB3,B,0,1,30,180,360,40,1,5,5,5,99.99
3157,31700,61.4,11.2,6,2,Minor,992,0.07,16,HWB22,B,30,3,30,180,360,3,1,9,7,7,99.99
3159,31710,57.3,10.5,6,2,Minor,1794,0.1,8,HWB22,B,0,3,30,180,360,22,1,7,8,6,99.99
3160,31720,61.3,11,4,2,Minor,1495,0.07,14,HWB15,B,0,4,30,180,360,11,1,8,7,7,99.99
3161,31730,18.3,10.5,5,5,Minor,2227,0.1,13,HWB3,B,0,1,30,180,360,39,1,6,5,7,99.99
3162,31740,27.7,11.5,2,1,Minor,3134,0.1,6,HWB10,B,0,3,30,180,360,22,1,6,6,6,99.99
3163,31750,21.9,10.5,5,5,Minor,2723,0.1,6,HWB3,B,0,1,30,180,360,10,1,7,6,7,99.99
3164,31760,18.9,10.3,2,1,Minor,2589,0.1,13,HWB10,B,10,3,30,180,360,24,1,5,5,7,99.99
3165,31770,57.3,9.8,2,1,Minor,1794,0.1,18,HWB10,B,20,5,30,180,360,27,1,6,6,7,99.99
3167,31800,11.4,12.6,1,2,Minor,5015,0.1,6,HWB3,B,20,1,30,180,360,5,1,6,6,7,99.99
3170,31830,56.1,10.5,3,2,Minor,5606,0.1,6,HWB12,B,44,3,30,180,360,41,1,5,6,5,99.99
3171,31840,64.2,10.7,4,2,Minor,5605,0.1,6,HWB15,B,0,3,30,180,360,5,1,7,7,7,99.99
3175,31880,93,14.6,6,2,Minor,18274,0.12,16,HWB22,B,0,3,30,180,360,20,1,6,6,5,99.99
3176,31890,20.9,10.6,2,1,Minor,664,0.08,21,HWB10,B,15,3,30,180,360,24,1,7,7,7,99.99
3177,31900,13.7,10.5,5,2,Minor,1830,0.1,6,HWB3,B,55,1,30,180,360,19,1,6,8,6,99.99
3180,31920,25.6,9.8,5,5,Minor,4474,0.1,11,HWB17,B,0,3,30,180,360,40,1,5,5,5,99.99
3181,31930,31.1,11.9,2,1,Minor,5367,0.1,5,HWB10,B,0,3,30,180,360,24,1,7,7,8,99.99
3182,31940,35.4,11.1,6,2,Minor,3914,0.1,6,HWB22,B,15,3,30,180,360,5,1,6,6,6,99.99
3183,31961,33.1,10.5,5,4,Minor,580,0.09,10,HWB3,B,20,1,30,180,360,4,1,8,9,9,99.99
3184,31970,14,9.2,5,5,Minor,6166,0.1,16,HWB3,B,30,1,30,180,360,40,1,6,6,6,99.99
3185,31980,153.6,11.1,4,2,Minor,2080,0.1,48,HWB1,B,0,5,30,180,360,5,1,7,8,7,99.99
3186,31990,41.1,11.1,6,2,Minor,718,0.1,10,HWB22,B,17,3,30,180,360,34,1,7,8,8,99.99
3187,32006,957.9,13.1,4,10,Minor,10184,0.08,84,HWB1,B,0,4,30,180,360,6,1,7,7,7,6.37
3189,32020,10.1,14.2,1,11,Minor,4905,0.1,6,HWB3,B,15,1,30,180,360,52,1,7,6,7,99.99
3191,32040,18.9,14.3,2,1,Minor,7754,0.1,5,HWB10,B,10,3,30,180,360,44,1,5,5,6,99.99
3192,32050,9.8,13.2,2,1,Minor,9678,0.1,6,HWB10,B,45,2,30,180,360,59,1,5,5,5,99.99
3193,32060,9.4,13.4,2,1,Minor,5080,0.1,5,HWB10,B,0,2,30,180,360,59,1,5,5,6,99.99
3195,32080,27.4,14.3,2,1,Minor,5520,0.1,6,HWB10,B,0,3,30,180,360,34,1,7,7,7,99.99
3196,32090,34.3,14,6,2,Major,11210,0.05,8,HWB22,B,0,3,30,180,360,2,1,9,9,7,99.99
3197,32100,18,15.2,5,2,Major,10370,0.05,8,HWB3,B,5,1,30,180,360,23,1,7,8,8,99.99
3199,32130,59.4,14.3,6,2,Minor,14081,0.1,5,HWB22,B,45,3,30,180,360,27,1,7,7,6,99.99
3201,32150,50.3,14.2,6,2,Minor,11127,0.1,5,HWB22,B,30,3,30,180,360,27,1,7,7,7,99.99
3202,32155,21.9,14.5,6,5,Minor,5470,0.1,8,HWB22,B,30,3,30,180,360,28,1,5,7,7,99.99
3203,32160,64.6,13.3,6,6,Minor,5090,0.13,8,HWB22,B,15,3,30,180,360,3,1,7,7,7,99.99
3204,32170,22.4,13.5,2,1,Minor,5120,0.16,10,HWB10,B,15,3,30,180,360,4,1,7,7,7,99.99
3205,32180,15.5,20.3,2,1,Minor,27458,0.05,6,HWB10,B,0,3,30,180,360,25,1,6,6,7,99.99
3206,32190,21.8,14.3,2,1,Minor,3890,0.11,37,HWB10,B,0,3,30,180,360,4,1,6,6,7,99.99
3207,32200,59.1,8.8,3,10,Minor,7283,0.09,23,HWB3,B,0,1,30,180,360,35,1,6,5,5,99.99
3210,32230,18.6,11.1,5,5,Minor,7738,0.1,8,HWB3,B,0,1,30,180,360,40,1,6,6,5,99.99
3211,32240,39.6,14.2,6,2,Minor,3566,0.1,6,HWB22,B,23,2,30,180,360,39,1,6,5,7,99.99
3212,32250,83.2,14.3,6,5,Minor,2903,0.1,2,HWB22,B,0,4,30,180,360,20,1,5,5,6,99.99
3213,32260,19.2,13.5,2,1,Minor,2903,0.26,6,HWB10,B,25,3,30,180,360,23,1,7,7,7,99.99
3214,32270,27.4,13.6,2,1,Minor,2903,0.1,2,HWB10,B,27,3,30,180,360,32,1,6,6,6,99.99
3215,32280,19.2,14.5,5,2,Minor,9158,0.1,6,HWB3,B,20,1,30,180,360,34,1,6,8,8,99.99
3216,32290,13.4,11.1,1,7,Minor,344,0.05,2,HWB3,B,5,1,30,180,360,30,1,5,5,5,99.99
3217,32300,41.1,12.8,6,6,Minor,15369,0.06,5,HWB22,B,10,3,30,180,360,20,1,7,7,7,99.99
3218,32330,244.8,14.8,6,4,Minor,15205,0.1,6,HWB1,B,0,6,30,180,360,24,1,7,5,7,99.99
3219,32340,154.2,13.6,4,2,Major,10022,0.02,6,HWB1,B,0,3,30,180,360,19,1,6,7,7,99.99
3220,32350,30.8,12.9,2,1,NHS,13044,0.17,6,HWB10,B,45,3,30,180,360,17,1,7,7,7,99.99
3221,32360,30.8,13.4,2,2,NHS,8150,0.1,6,HWB10,B,45,3,30,180,360,45,1,6,5,5,99.99
3225,32420,24.8,14.3,2,1,NHS,8536,0.1,10,HWB10,B,0,3,30,180,360,15,1,7,7,8,99.99
3226,32430,358.8,11.3,2,1,NHS,5334,0.1,6,HWB1,B,30,3,30,180,360,25,1,6,6,7,99.99
3228,32440,27.1,14.3,2,1,NHS,6583,0.1,10,HWB10,B,45,3,30,180,360,22,1,6,6,6,99.99
3229,32450,102.1,14.7,6,2,NHS,7085,0.1,8,HWB22,B,15,4,30,180,360,21,1,7,5,7,99.99
3230,32460,85.3,14.5,4,2,NHS,5613,0.22,2,HWB15,B,11,3,30,180,360,3,1,6,7,7,99.99
3233,32510,68.3,32.3,4,2,NHS,35952,0.1,13,HWB15,B,0,2,30,180,360,31,1,9,8,7,99.99
3234,32515,68.1,11.1,4,2,Minor,2241,0.05,2,HWB15,B,0,2,30,180,360,28,1,5,5,6,99.99
3236,32565,107.9,24.1,4,2,Minor,36503,0.05,5,HWB15,B,3,6,30,180,360,25,1,7,7,6,99.99
3237,32670,310.9,10.9,1,11,Major,12235,0.05,16,HWB1,B,0,7,30,180,360,3,1,6,7,7,99.99
3238,32675,74.7,15.7,4,2,Minor,11061,0.04,8,HWB15,B,2,2,30,180,360,2,1,8,7,8,99.99
3239,32680,117.3,10.1,4,2,Minor,4951,0.1,10,HWB15,B,0,5,30,180,360,4,1,7,7,7,99.99
3240,32683,45.1,14.6,4,2,Minor,1400,0.09,3,HWB15,B,30,3,30,180,360,5,1,6,7,7,99.99
3241,32685,47.2,14.2,4,2,Minor,1250,0.09,16,HWB15,B,10,3,30,180,360,5,1,7,7,6,99.99
3242,32690,9.1,9.2,5,5,Minor,1159,0.1,8,HWB3,B,0,1,30,180,360,40,1,6,6,5,99.99
3243,32700,119.8,12.3,4,2,Minor,510,0.1,6,HWB15,B,40,5,30,180,360,4,1,7,6,7,99.99
3244,32710,29.9,11.4,3,2,Minor,683,0.1,14,HWB3,B,0,1,30,180,360,36,1,7,6,7,99.99
3246,32725,115.8,12.3,4,2,Minor,3883,0.18,11,HWB15,B,0,5,30,180,360,21,1,7,7,6,99.99
3247,32730,73.5,24.8,4,2,NHS,27450,0.05,2,HWB15,B,10,5,30,180,360,3,1,6,7,7,99.99
3248,32810,62.8,10.2,4,2,Minor,537,0.1,19,HWB15,B,0,2,30,180,360,42,1,5,7,7,99.99
3250,32822,37.4,18.4,6,2,NHS,16196,0.35,5,HWB22,B,5,3,30,180,360,2,1,9,9,8,99.99
3251,32823,37.4,18.4,6,2,NHS,12013,0.35,2,HWB22,B,5,3,30,180,360,2,1,9,9,8,99.99
3252,32824,44.2,14.8,6,2,NHS,16861,0.18,2,HWB22,B,20,3,30,180,360,33,1,6,6,6,99.99
3253,32825,44.2,14.8,6,2,NHS,16861,0.18,2,HWB22,B,20,3,30,180,360,33,1,7,6,7,99.99
3254,32826,61,19.4,6,2,Minor,6890,0.04,6,HWB22,B,6,2,30,180,360,33,1,8,6,6,99.99
3255,32828,58.8,12,4,2,Minor,169,0.02,6,HWB15,B,2,2,30,180,360,34,1,7,7,6,99.99
3257,32830,42.4,14.8,6,2,NHS,13844,0.4,2,HWB22,B,5,3,30,180,360,6,1,7,6,6,99.99
3258,32831,37.8,9.4,6,2,NHS,3499,0.13,6,HWB22,B,20,3,30,180,360,31,1,7,7,7,99.99
3259,32832,32.6,14.7,2,1,NHS,13844,0.4,2,HWB10,B,35,3,30,180,360,31,1,6,6,7,99.99
3260,32833,55.2,9.4,6,2,NHS,4915,0.11,2,HWB22,B,45,3,30,180,360,31,1,7,7,7,99.99
3261,32835,74.4,11.3,4,2,Minor,2181,0.02,13,HWB15,B,29,2,30,180,360,30,1,7,7,7,99.99
3262,32836,64,19.4,4,2,Minor,3298,0.03,13,HWB15,B,22,2,30,180,360,30,1,7,7,6,99.99
3263,32837,23.5,21.8,2,1,NHS,12804,0.3,2,HWB10,B,25,3,30,180,360,4,1,6,6,6,99.99
3264,32838,61,11.4,4,2,Minor,986,0.01,13,HWB15,B,3,2,30,180,360,30,1,7,7,7,99.99
3265,32839,77.7,14.7,6,2,NHS,12804,0.3,2,HWB22,B,5,4,30,180,360,5,1,6,8,7,99.99
3266,32841,76.2,14.9,4,2,NHS,12804,0.3,2,HWB15,B,20,2,30,180,360,4,1,7,7,7,99.99
3267,32842,76.2,14.8,4,2,NHS,12804,0.27,2,HWB15,B,20,2,30,180,360,5,1,7,7,7,99.99
3270,32845,64.6,19.2,4,2,Minor,1955,0.17,6,HWB15,B,24,2,30,180,360,31,1,6,7,7,99.99
3271,32846,28.2,15.1,2,1,NHS,8264,0.3,2,HWB10,B,0,3,30,180,360,2,1,6,6,7,99.99
3272,32847,62.5,11.3,4,2,Minor,237,0.07,10,HWB15,B,5,2,30,180,360,6,1,6,7,7,99.99
3273,32848,54,18.8,4,2,NHS,8264,0.4,2,HWB15,B,33,3,30,180,360,2,1,6,7,7,99.99
3274,32849,63.1,14.9,4,2,NHS,8264,0.15,8,HWB15,B,36,4,30,180,360,2,1,7,7,8,99.99
3275,32850,51.8,14.8,4,2,NHS,8846,0.42,2,HWB15,B,19,3,30,180,360,2,1,7,7,7,99.99
3277,32852,127.7,9.6,4,2,Minor,1849,0.03,2,HWB15,B,56,2,30,180,360,31,1,7,6,7,99.99
3279,32854,75.3,14.8,4,2,NHS,11539,0.28,2,HWB15,B,19,2,30,180,360,6,1,7,8,7,99.99
3280,32855,127.7,9.6,4,2,Minor,1757,0.03,2,HWB15,B,56,2,30,180,360,31,1,7,7,7,99.99
3281,32860,125.6,11.1,4,2,Minor,4470,0.09,21,HWB15,B,0,5,30,180,360,33,1,6,7,7,99.99
3282,32870,131.4,10.5,4,2,Minor,3353,0.1,13,HWB15,B,20,3,30,180,360,5,1,5,6,6,99.99
3283,32880,26.8,11.1,2,1,Minor,2425,0.1,3,HWB10,B,0,3,30,180,360,35,1,6,6,7,99.99
3284,32890,7.9,9.5,1,2,Minor,2425,0.1,3,HWB3,B,0,1,30,180,360,81,1,6,6,7,99.99
3285,32892,6.7,12.5,1,1,Minor,840,0.1,10,HWB3,B,30,1,30,180,360,37,1,7,7,7,99.99
3286,32893,14,12.5,5,5,Minor,840,0.1,10,HWB3,B,20,1,30,180,360,37,1,7,7,7,99.99
3287,32894,6.7,12.3,1,1,Minor,840,0.1,10,HWB3,B,30,1,30,180,360,37,1,7,7,7,99.99
3288,32895,10.4,12.5,5,5,Minor,840,0.1,10,HWB3,B,20,1,30,180,360,37,1,7,7,7,99.99
3289,32896,16.2,12.5,5,5,Minor,2315,0.1,6,HWB3,B,60,1,30,180,360,37,1,7,7,7,99.99
3290,32897,6.7,12.3,1,1,Minor,6133,0.1,6,HWB3,B,20,1,30,180,360,37,1,7,7,7,99.99
3291,32900,69.2,9.9,4,2,Minor,6133,0.1,13,HWB15,B,0,3,30,180,360,21,1,7,7,7,99.99
3292,32910,25,10.5,2,1,Minor,4291,0.1,8,HWB10,B,30,3,30,180,360,3,1,5,5,7,99.99
3293,32930,43.9,11.1,4,2,Minor,3401,0.1,11,HWB15,B,25,3,30,180,360,38,1,7,6,6,99.99
3294,32940,15.2,9.3,5,5,Minor,3401,0.1,10,HWB3,B,0,1,30,180,360,40,1,6,6,5,99.99
3297,32970,18.9,9.3,5,5,Minor,2909,0.1,8,HWB3,B,0,1,30,180,360,6,1,6,7,7,99.99
3298,32980,15.2,9.3,5,5,Minor,2909,0.1,8,HWB3,B,0,1,30,180,360,40,1,6,7,7,99.99
3299,32990,146,11.3,4,2,Minor,705,0.1,16,HWB15,B,0,4,30,180,360,32,1,7,8,7,99.99
3300,33000,29.9,12.3,2,1,Minor,705,0.1,8,HWB10,B,7,3,30,180,360,28,1,7,7,7,99.99
3301,33010,68.3,9.6,4,2,Minor,2156,0.1,3,HWB15,B,0,4,30,180,360,18,1,6,6,6,99.99
3302,33014,15.3,14.1,5,6,Minor,15810,0.04,5,HWB3,B,4,1,30,180,360,17,1,7,8,8,99.99
3303,33020,15.4,14.2,5,2,Minor,6587,0.03,10,HWB3,B,0,1,30,180,360,34,1,7,8,8,99.99
3304,33023,77.1,33.9,6,2,NHS,27784,0.05,2,HWB22,B,0,3,30,180,360,15,1,7,6,7,99.99
3305,33024,72.2,33.9,4,2,NHS,27785,0.05,2,HWB3,B,48,1,30,180,360,10,1,6,7,6,99.99
3306,33032,209.1,22.7,4,2,NHS,7320,0.05,2,HWB1,B,0,7,30,180,360,20,1,6,5,5,99.99
3307,33035,16.5,12.3,1,7,NHS,5325,0.1,16,HWB3,B,29,1,30,180,360,20,1,5,5,5,99.99
3308,33036,17.1,11,5,5,NHS,20483,0.1,16,HWB3,B,19,1,30,180,360,20,1,5,5,6,99.99
3309,33037,253,8.7,6,2,NHS,13483,0.05,16,HWB1,B,99,12,30,180,360,20,1,6,6,6,99.99
3310,33039,45,33.8,4,2,NHS,31403,0.12,16,HWB15,B,14,3,30,180,360,2,1,7,6,7,99.99
3311,33040,73.8,13.5,4,2,NHS,39967,0.1,2,HWB15,B,26,2,30,180,360,26,1,6,5,5,99.99
3312,33041,73.8,17.6,4,2,NHS,39967,0.1,2,HWB15,B,26,2,30,180,360,26,1,6,5,5,99.99
3313,33043,65.3,9.2,4,2,NHS,2114,0.22,2,HWB15,B,18,3,30,180,360,2,1,8,8,7,99.99
3314,33045,141.5,9.2,4,2,NHS,2114,0.22,2,HWB15,B,99,6,30,180,360,2,1,9,8,7,99.99
3315,33050,49.4,33,4,2,NHS,100060,0.05,2,HWB15,B,0,3,30,180,360,26,1,6,7,5,99.99
3316,33060,81.4,33.1,4,2,NHS,100060,0.05,3,HWB15,B,0,3,30,180,360,26,1,6,7,7,99.99
3317,33080,144.4,26.9,3,2,NHS,99395,0.05,2,HWB12,B,99,5,30,180,360,12,1,7,7,7,99.99
3318,33090,135.9,28.6,4,2,NHS,115443,0.05,10,HWB15,B,0,7,30,180,360,21,1,6,5,5,99.99
3319,33110,54.6,30.2,4,2,NHS,124518,0.05,6,HWB15,B,17,4,30,180,360,24,1,7,6,6,99.99
3320,33120,217.6,32.6,4,2,NHS,124518,0.05,6,HWB1,B,10,11,30,180,360,22,1,6,7,7,99.99
3321,33130,39.3,24.9,4,2,NHS,124518,0.05,2,HWB15,B,0,3,30,180,360,22,1,6,7,7,99.99
3322,33140,45.7,22.7,4,2,Minor,32340,0.05,5,HWB15,B,0,2,30,180,360,22,1,6,7,7,99.99
